epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
115,38264.1,1.02342,1.06581,0.01071,0.83168,0.83694,0.87415,0.65485,0.98828,0.74127,0.02035,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
116,38598.4,1.03626,1.08703,0.01097,0.82077,0.81162,0.85701,0.64094,1.03321,0.74243,0.02156,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
117,38930.9,1.0457,1.10803,0.01107,0.85087,0.80251,0.8664,0.65073,0.94511,0.73732,0.02008,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
118,39264.3,1.02064,1.05472,0.01074,0.91525,0.74666,0.86566,0.64486,0.98603,0.76077,0.02025,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
119,39596.3,1.04554,1.07167,0.01092,0.8327,0.82323,0.86583,0.64423,0.96873,0.74089,0.02026,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
120,39926.5,1.0454,1.06465,0.01072,0.83061,0.81408,0.86548,0.65392,0.94214,0.75967,0.01907,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
121,40259.9,1.02862,1.05556,0.01078,0.85666,0.81834,0.86809,0.65576,0.934,0.72818,0.01859,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
122,40592.6,1.02421,1.0559,0.01087,0.8703,0.81478,0.89175,0.66115,0.98599,0.69381,0.02051,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
123,40928.7,1.01901,1.06607,0.01063,0.85315,0.83664,0.89053,0.66162,0.96278,0.66476,0.01918,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
124,41262.4,1.01757,1.03971,0.01063,0.86521,0.81458,0.89461,0.66053,1.03105,0.64817,0.02128,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
125,41599.4,1.01921,1.0529,0.01074,0.82834,0.8577,0.87615,0.65451,0.99334,0.69699,0.02085,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
126,41934.9,1.01267,1.02698,0.01069,0.83767,0.82349,0.87206,0.65907,0.96958,0.69865,0.01976,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
